date,source_page,paksha_day,mars_raw,mars_deg,mercury_raw,mercury_deg,jupiter_raw,jupiter_deg,venus_raw,venus_deg,saturn_raw,saturn_deg,ketu_raw,ketu_deg,page_excluded,page_exclusion_reason,row_quality_notes
2023-03-14,pdf22-chaitra-krishna.json,7,01.29.16.20,59.2722,11.02.08.48,332.1467,11.21.17.36,351.2933,00.04.46.25,4.7736,10.03.55.32,303.9256,06.44.24.32,224.4089,NO,,
2023-03-15,pdf22-chaitra-krishna.json,8,01.29.43.24,59.7233,11.03.56.51,333.9475,11.21.31.51,351.5308,00.05.28.19,5.4719,10.04.02.27,304.0408,06.44.22.22,224.3728,NO,,
2023-03-16,pdf22-chaitra-krishna.json,9,02.00.20.28,60.3411,11.05.44.54,335.7483,11.21.56.06,351.935,00.06.42.23,6.7064,10.04.09.03,304.1508,06.44.28.22,224.4728,NO,,
2023-03-17,pdf22-chaitra-krishna.json,10,02.00.38.55,60.6486,11.07.28.34,337.4761,11.22.20.48,352.3467,00.07.53.20,7.8889,10.04.55.40,304.9278,06.44.55.00,224.9167,NO,,
2023-03-18,pdf22-chaitra-krishna.json,11,02.01.07.22,61.1228,11.09.22.45,339.3792,11.22.24.30,352.4083,00.09.05.07,9.0853,10.04.22.37,304.3769,06.44.22.19,224.3719,NO,,
2023-03-19,pdf22-chaitra-krishna.json,13,02.01.35.49,61.5969,11.13.55.53,343.9314,11.22.38.42,352.645,00.20.47.04,20.7844,10.04.19.24,304.3233,06.44.08.38,224.1439,NO,,
2023-03-20,pdf22-chaitra-krishna.json,14,02.02.05.46,62.0961,11.22.13.32,352.2256,11.22.52.55,352.8819,00.22.29.00,22.4833,10.04.36.20,304.6056,06.44.05.27,224.0908,NO,,
2023-03-21,pdf22-chaitra-krishna.json,30,02.02.32.43,62.5453,11.24.23.21,354.3892,11.23.07.06,353.1183,00.22.40.46,22.6794,10.04.42.56,304.7156,06.44.02.46,224.0461,NO,,
2023-05-20,pdf22-jyeshtha-shukla.json,1,03.04.42.01,94.7003,00.21.21.40,21.3611,00.07.30.31,7.5086,02.20.19.05,80.3181,10.09.45.51,309.7642,06.20.51.32,200.8589,NO,,
2023-05-21,pdf22-jyeshtha-shukla.json,2,03.05.16.42,95.2783,00.22.27.59,22.4664,00.07.44.24,7.74,02.21.20.01,81.3336,10.09.48.28,309.8078,06.20.48.21,200.8058,NO,,
2023-05-22,pdf22-jyeshtha-shukla.json,3,03.05.51.23,95.8564,00.23.34.28,23.5744,00.07.58.27,7.9742,02.22.20.57,82.3492,10.09.50.45,309.8458,06.20.45.10,200.7528,NO,,
2023-05-23,pdf22-jyeshtha-shukla.json,4,03.06.26.04,96.4344,00.24.40.37,24.6769,00.08.12.30,8.2083,02.23.21.53,83.3647,10.09.53.32,309.8922,06.20.41.59,200.6997,NO,,
2023-05-24,pdf22-jyeshtha-shukla.json,5,03.07.00.45,97.0125,00.25.06.56,25.1156,00.08.26.03,8.4342,02.24.22.49,84.3803,10.09.55.39,309.9275,06.20.38.49,200.6469,NO,,
2023-05-25,pdf22-jyeshtha-shukla.json,6,03.07.35.26,97.5906,00.26.03.25,26.0569,00.08.39.56,8.6656,02.25.23.44,85.3956,10.09.58.06,309.9683,06.20.35.31,200.5919,NO,,
2023-05-26,pdf22-jyeshtha-shukla.json,7a,03.08.10.33,98.1758,00.27.04.43,27.0786,00.08.53.28,8.8911,02.26.21.55,86.3653,10.09.59.48,309.9967,06.20.32.28,200.5411,NO,,
2023-05-27,pdf22-jyeshtha-shukla.json,7b,03.08.45.40,98.7611,00.28.06.10,28.1028,00.09.07.00,9.1167,02.27.20.06,87.335,10.10.01.30,310.025,06.20.29.17,200.4881,NO,,
2023-05-28,pdf22-jyeshtha-shukla.json,8,03.09.20.47,99.3464,00.29.07.37,29.1269,00.09.20.32,9.3422,02.28.28.27,88.4742,10.10.03.22,310.0561,06.20.26.06,200.435,NO,,
2023-05-29,pdf22-jyeshtha-shukla.json,9,03.09.55.54,99.9317,00.29.29.04,29.4844,00.09.34.04,9.5678,02.29.26.28,89.4411,10.10.04.54,310.0817,06.20.22.55,200.3819,NO,,
2023-05-30,pdf22-jyeshtha-shukla.json,10,03.10.31.00,100.5167,00.29.40.31,29.6753,00.09.45.36,9.76,03.00.24.38,90.4106,10.10.06.36,310.11,06.20.19.44,200.3289,NO,,
2023-05-31,pdf22-jyeshtha-shukla.json,11,03.11.06.06,101.1017,00.24.21.58,24.3661,00.10.01.08,10.0189,03.01.23.48,91.3967,10.10.08.28,310.1411,06.20.16.33,200.2758,NO,,
2023-06-01,pdf22-jyeshtha-shukla.json,12,03.11.41.22,101.6894,00.25.33.25,25.5569,00.10.14.39,10.2442,03.02.20.58,92.3494,10.10.09.59,310.1664,06.20.13.23,200.2231,NO,,
2023-06-02,pdf22-jyeshtha-shukla.json,13,03.12.16.33,102.2758,00.27.20.16,27.3378,00.10.27.52,10.4644,03.03.06.01,93.1003,10.10.11.07,310.1853,06.20.10.12,200.17,NO,,
2023-06-03,pdf22-jyeshtha-shukla.json,14,03.12.51.54,102.865,00.28.47.07,28.7853,00.10.41.05,10.6847,03.04.06.04,94.1011,10.10.12.25,310.2069,06.20.07.01,200.1169,NO,,
2023-06-04,pdf22-jyeshtha-shukla.json,15,03.13.27.25,103.4569,01.00.23.58,30.3994,00.11.04.27,11.0742,03.05.56.06,95.935,10.10.13.23,310.2231,06.20.03.50,200.0639,NO,,
2023-06-05,pdf22-ashadha-krishna.json,1,03.14.02.36,104.0433,01.02.00.49,32.0136,00.22.07.29,22.1247,03.05.59.08,95.9856,10.20.24.32,320.4089,06.10.00.39,190.0108,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-06,pdf22-ashadha-krishna.json,2,03.14.37.57,104.6325,01.03.35.40,33.5944,00.22.20.12,22.3367,03.06.16.20,96.2722,10.20.25.39,320.4275,06.09.57.28,189.9578,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-07,pdf22-ashadha-krishna.json,4,03.15.13.27,105.2242,01.05.24.12,35.4033,00.22.33.53,22.5647,03.07.19.22,97.3228,10.20.26.47,320.4464,06.09.54.28,189.9078,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-08,pdf22-ashadha-krishna.json,5,03.15.48.37,105.8103,01.06.51.12,36.8533,00.22.47.05,22.7847,03.08.36.24,98.6067,10.20.27.42,320.4617,06.09.51.08,189.8522,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-09,pdf22-ashadha-krishna.json,6,03.16.24.25,106.4069,01.08.37.08,38.6189,00.22.59.19,22.9886,03.09.26.30,99.4417,10.20.28.33,320.4758,06.09.47.57,189.7992,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-10,pdf22-ashadha-krishna.json,7,03.16.59.53,106.9981,01.10.22.55,40.3819,00.23.12.54,23.215,03.10.26.16,100.4378,10.20.28.42,320.4783,06.09.44.46,189.7461,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-11,pdf22-ashadha-krishna.json,8,03.17.35.31,107.5919,01.12.08.42,42.145,00.23.25.47,23.4297,03.11.07.02,101.1172,10.20.28.33,320.4758,06.09.41.35,189.6931,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-12,pdf22-ashadha-krishna.json,9,03.18.11.09,108.1858,01.13.54.29,43.9081,00.23.38.01,23.6336,03.11.57.28,101.9578,10.20.28.24,320.4733,06.09.38.24,189.64,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-13,pdf22-ashadha-krishna.json,10,03.18.46.47,108.7797,01.15.40.16,45.6711,00.23.50.14,23.8372,03.12.47.34,102.7928,10.20.28.25,320.4736,06.09.35.23,189.5897,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-14,pdf22-ashadha-krishna.json,11,03.19.22.25,109.3736,01.17.26.02,47.4339,00.24.03.12,24.0533,03.13.37.49,103.6303,10.20.28.06,320.4683,06.09.32.03,189.5342,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-15,pdf22-ashadha-krishna.json,12,03.19.58.03,109.9675,01.19.21.48,49.3633,00.24.16.01,24.2669,03.14.28.04,104.4678,10.20.27.56,320.4656,06.09.28.53,189.4814,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-16,pdf22-ashadha-krishna.json,13,03.20.33.57,110.5658,01.21.02.48,51.0467,00.24.28.28,24.4744,03.15.23.23,105.3897,10.20.27.20,320.4556,06.09.25.42,189.4283,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-17,pdf22-ashadha-krishna.json,14,03.21.09.50,111.1639,01.22.54.08,52.9022,00.24.40.28,24.6744,03.15.58.42,105.9783,10.20.26.44,320.4456,06.09.22.32,189.3756,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-18,pdf22-ashadha-krishna.json,30,03.21.45.43,111.7619,01.24.45.28,54.7578,00.24.52.22,24.8728,03.16.44.01,106.7336,10.20.26.08,320.4356,06.09.19.20,189.3222,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-19,pdf22-ashadha-shukla.json,1,03.22.21.36,112.36,01.26.36.28,56.6078,00.24.04.23,24.0731,03.17.29.29,107.4914,10.20.25.32,320.4256,06.09.16.09,189.2692,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-20,pdf22-ashadha-shukla.json,2,03.22.57.29,112.9581,01.28.25.37,58.4269,00.24.16.24,24.2733,03.18.41.37,108.6936,10.20.24.56,320.4156,06.09.12.58,189.2161,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-21,pdf22-ashadha-shukla.json,3,03.23.33.22,113.5561,02.00.28.16,60.4711,00.24.28.25,24.4736,03.18.59.15,108.9875,10.20.24.22,320.4061,06.09.09.48,189.1633,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-22,pdf22-ashadha-shukla.json,4,03.24.09.25,114.1569,02.02.10.15,62.1708,00.24.40.26,24.6739,03.19.15.23,109.2564,10.20.23.56,320.3989,06.09.06.38,189.1106,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-23,pdf22-ashadha-shukla.json,5,03.24.45.21,114.7558,02.04.10.30,64.175,00.24.52.27,24.8742,03.20.12.57,110.2158,10.20.23.26,320.3906,06.09.03.27,189.0575,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-24,pdf22-ashadha-shukla.json,6,03.25.21.27,115.3575,02.05.56.20,65.9389,00.25.03.28,25.0578,03.20.58.42,110.9783,10.20.22.56,320.3822,06.09.00.26,189.0072,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-25,pdf22-ashadha-shukla.json,7,03.25.57.32,115.9589,02.07.49.10,67.8194,00.25.15.29,25.2581,03.21.35.25,111.5903,10.20.22.26,320.3739,06.08.57.05,188.9514,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-26,pdf22-ashadha-shukla.json,8,03.26.33.37,116.5603,02.09.42.10,69.7028,00.25.26.30,25.4417,03.22.22.09,112.3692,10.20.21.56,320.3656,06.08.53.54,188.8983,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-27,pdf22-ashadha-shukla.json,9,03.27.09.42,117.1617,02.11.35.10,71.5861,00.25.37.31,25.6253,03.22.48.53,112.8147,10.20.21.26,320.3572,06.08.50.43,188.8453,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-28,pdf22-ashadha-shukla.json,10,03.27.45.47,117.7631,02.13.28.10,73.4694,00.25.49.32,25.8256,03.23.25.36,113.4267,10.20.20.56,320.3489,06.08.47.32,188.7922,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-29,pdf22-ashadha-shukla.json,11,03.28.21.52,118.3644,02.15.22.10,75.3694,00.26.00.33,26.0092,03.24.02.29,114.0414,10.20.20.26,320.3406,06.08.44.22,188.7394,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-06-30,pdf22-ashadha-shukla.json,12,03.28.58.20,118.9722,02.17.15.10,77.2528,00.26.12.34,26.2094,03.24.39.19,114.6553,10.20.19.56,320.3322,06.08.41.21,188.6892,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-07-01,pdf22-ashadha-shukla.json,13,03.29.34.48,119.58,02.19.08.10,79.1361,00.26.23.35,26.3931,03.25.09.39,115.1608,10.20.19.26,320.3239,06.08.38.00,188.6333,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-07-02,pdf22-ashadha-shukla.json,14,04.00.11.25,120.1903,02.21.01.10,81.0194,00.26.34.36,26.5767,03.25.31.28,115.5244,10.20.18.56,320.3156,06.08.34.49,188.5803,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2023-07-03,pdf22-ashadha-shukla.json,15,04.00.47.42,120.795,02.22.54.06,82.9017,00.26.45.37,26.7603,03.26.00.57,116.0158,10.20.18.26,320.3072,06.08.31.38,188.5272,YES,"Print-error page: Saturn +7.5 deg, Jupiter +12 deg vs Swiss (verified 2026-09-21); whole page excluded from bija fits",
2026-01-04,p25a.json,1,08।19।41।28,259.6911,08।12।29।08,252.4856,02।27।45।28,87.7578,08।20।46।48,260.78,10।29।23।35,329.3931,04।19।59।33,139.9925,NO,,
2026-01-05,p25a.json,2,08।20।16।56,260.2822,08।14।49।28,254.8244,02।27।37।22,87.6228,08।22।02।46,262.0461,10।29।27।38,329.4606,04।19।56।22,139.9394,NO,,
2026-01-06,p25a.json,3,08।21।21।34,261.3594,08।15।59।28,255.9911,02।27।29।26,87.4906,08।23।18।44,263.3122,10।29।32।01,329.5336,04।19।53।12,139.8867,NO,,
2025-10-08,p25-kartika.jpg,1,06.16.07.55,196.1319,06.12.32.02,192.5339,03.00.27.36,90.46,05.00.32.02,150.5339,10.29.55.51,329.9308,04.24.39.28,144.6578,NO,,Saturn reads 10.29.xx (~330 deg) with smooth plausible retrograde rate ~-4'/day; the orientation assumption of print-corrupt ~312 deg is NOT confirmed on this photo (second group २९ verified at 6x zoom) — parent re-verified 2026-09-21 at high zoom: Saturn GOOD (10.29.xx ~330 deg, smooth retrograde); the 312-deg claim was a 29-as-12 misread. Saturn usable. Printed day number 01 (Wed matches).
2025-10-09,p25-kartika.jpg,2,06.16.48.46,196.8128,06.13.07.02,193.1172,03.00.27.25,90.4569,05.01.44.42,151.745,10.29.52.35,329.8764,04.24.36.08,144.6022,NO,,Saturn reads 10.29.xx (~330 deg) with smooth plausible retrograde rate ~-4'/day; the orientation assumption of print-corrupt ~312 deg is NOT confirmed on this photo (second group २९ verified at 6x zoom) — parent re-verified 2026-09-21 at high zoom: Saturn GOOD (10.29.xx ~330 deg, smooth retrograde); the 312-deg claim was a 29-as-12 misread. Saturn usable. Printed day number '03' (misprint). Jupiter r1->r2 -11 arcsec (minor).
2025-10-10,p25-kartika.jpg,3,06.17.29.37,197.4936,06.14.42.02,194.7006,03.00.33.54,90.565,05.02.58.29,152.9747,10.29.47.42,329.795,04.24.32.58,144.5494,NO,,Saturn reads 10.29.xx (~330 deg) with smooth plausible retrograde rate ~-4'/day; the orientation assumption of print-corrupt ~312 deg is NOT confirmed on this photo (second group २९ verified at 6x zoom) — parent re-verified 2026-09-21 at high zoom: Saturn GOOD (10.29.xx ~330 deg, smooth retrograde); the 312-deg claim was a 29-as-12 misread. Saturn usable. Venus rate wobble begins: r3->r4 +1d43m57s (verified as printed).
2025-10-11,p25-kartika.jpg,4,06.18.10.56,198.1822,06.16.05.20,196.0889,03.00.39.22,90.6561,05.04.42.26,154.7072,10.29.42.58,329.7161,04.24.29.47,144.4964,NO,,"Saturn reads 10.29.xx (~330 deg) with smooth plausible retrograde rate ~-4'/day; the orientation assumption of print-corrupt ~312 deg is NOT confirmed on this photo (second group २९ verified at 6x zoom) — parent re-verified 2026-09-21 at high zoom: Saturn GOOD (10.29.xx ~330 deg, smooth retrograde); the 312-deg claim was a 29-as-12 misread. Saturn usable. Venus rate wobble: r3->r4 +1d43m57s, r4->r5 +44m06s; 2-day mean normal, ~30' pala misprint in r3 or r4 (both verified as printed)."
2025-10-12,p25-kartika.jpg,5,06.18.52.15,198.8708,06.17.28.29,197.4747,03.00.44.28,90.7411,05.05.26.32,155.4422,10.29.38.45,329.6458,04.24.26.36,144.4433,NO,,Saturn reads 10.29.xx (~330 deg) with smooth plausible retrograde rate ~-4'/day; the orientation assumption of print-corrupt ~312 deg is NOT confirmed on this photo (second group २९ verified at 6x zoom) — parent re-verified 2026-09-21 at high zoom: Saturn GOOD (10.29.xx ~330 deg, smooth retrograde); the 312-deg claim was a 29-as-12 misread. Saturn usable. Printed day label '06 Sun'.
2025-10-13,p25-kartika.jpg,6,06.19.33.34,199.5594,06.18.59.27,198.9908,03.00.49.45,90.8292,05.06.40.36,156.6767,10.29.34.32,329.5756,04.24.23.25,144.3903,NO,,Saturn reads 10.29.xx (~330 deg) with smooth plausible retrograde rate ~-4'/day; the orientation assumption of print-corrupt ~312 deg is NOT confirmed on this photo (second group २९ verified at 6x zoom) — parent re-verified 2026-09-21 at high zoom: Saturn GOOD (10.29.xx ~330 deg, smooth retrograde); the 312-deg claim was a 29-as-12 misread. Saturn usable. Printed day label '07 Mon'.
2025-10-14,p25-kartika.jpg,7,06.20.14.53,200.2481,06.20.14.35,200.2431,03.00.55.02,90.9172,05.07.54.40,157.9111,10.29.30.21,329.5058,04.24.20.24,144.34,NO,,Saturn reads 10.29.xx (~330 deg) with smooth plausible retrograde rate ~-4'/day; the orientation assumption of print-corrupt ~312 deg is NOT confirmed on this photo (second group २९ verified at 6x zoom) — parent re-verified 2026-09-21 at high zoom: Saturn GOOD (10.29.xx ~330 deg, smooth retrograde); the 312-deg claim was a 29-as-12 misread. Saturn usable. Printed day label '08 Tue'.
2025-10-15,p25-kartika.jpg,8,06.20.56.22,200.9394,06.21.37.43,201.6286,03.01.00.29,91.0081,05.09.08.44,159.1456,10.29.26.06,329.435,04.24.17.03,144.2842,NO,,Saturn reads 10.29.xx (~330 deg) with smooth plausible retrograde rate ~-4'/day; the orientation assumption of print-corrupt ~312 deg is NOT confirmed on this photo (second group २९ verified at 6x zoom) — parent re-verified 2026-09-21 at high zoom: Saturn GOOD (10.29.xx ~330 deg, smooth retrograde); the 312-deg claim was a 29-as-12 misread. Saturn usable. Printed day label '09 Wed'.
2025-10-16,p25-kartika.jpg,9,06.21.37.30,201.625,06.23.00.52,203.0144,03.01.05.35,91.0931,05.10.22.48,160.38,10.29.21.53,329.3647,04.24.13.53,144.2314,NO,,Saturn reads 10.29.xx (~330 deg) with smooth plausible retrograde rate ~-4'/day; the orientation assumption of print-corrupt ~312 deg is NOT confirmed on this photo (second group २९ verified at 6x zoom) — parent re-verified 2026-09-21 at high zoom: Saturn GOOD (10.29.xx ~330 deg, smooth retrograde); the 312-deg claim was a 29-as-12 misread. Saturn usable. Printed day label '10 Thu'.
2025-10-17,p25-kartika.jpg,10,06.22.18.48,202.3133,06.24.23.59,204.3997,03.01.10.51,91.1808,05.11.36.52,161.6144,10.29.17.40,329.2944,04.24.10.43,144.1786,NO,,Saturn reads 10.29.xx (~330 deg) with smooth plausible retrograde rate ~-4'/day; the orientation assumption of print-corrupt ~312 deg is NOT confirmed on this photo (second group २९ verified at 6x zoom) — parent re-verified 2026-09-21 at high zoom: Saturn GOOD (10.29.xx ~330 deg, smooth retrograde); the 312-deg claim was a 29-as-12 misread. Saturn usable. Printed day label '11 Fri'.
2025-10-18,p25-kartika.jpg,11,06.23.00.26,203.0072,06.25.28.24,205.4733,03.01.24.59,91.4164,05.12.51.21,162.8558,10.29.14.05,329.2347,04.24.07.32,144.1256,NO,,"Saturn reads 10.29.xx (~330 deg) with smooth plausible retrograde rate ~-4'/day; the orientation assumption of print-corrupt ~312 deg is NOT confirmed on this photo (second group २९ verified at 6x zoom) — parent re-verified 2026-09-21 at high zoom: Saturn GOOD (10.29.xx ~330 deg, smooth retrograde); the 312-deg claim was a 29-as-12 misread. Saturn usable. Jupiter pala 24.59: +14'08'' day-jump, print misprint (२४ verified at 6x as printed)."
